,source,smog_index,coleman_liau_index,flesch_reading_ease,gunning_fog,automated_readability_index,linsear_write_formula,dale_chall_readability_score,error,error_binary
717,Social Exchange Implications of Own and CoWorkers' Experiences of Supervisory Abuse,15.8,15.72,-85.11,10.85,17.1,19.25,6.35,0.0,0.0
718,Structural Power Equality between Family and Non-Family TMT Members and the Performance of Family Firms,16.5,16.65,-76.65,10.66,18.0,13.166666666666666,6.29,0.0,0.0
719,Substitutes or Complements_ A Configurational Examination of Corporate Governance Mechanisms,18.4,15.15,-61.62,14.28,21.3,14.5,6.43,0.0,0.0
720,The Catalyst Effect_ The Impact of Transactive Memory System Structure on Team Performance,16.9,16.19,-71.23,12.02,18.6,20.25,6.5,1.0,1.0
721,The Impact of Social Context on the Relationship Between Individual Job Satisfaction and Absenteeism_ The Roles of Different Foci of Job Satisfaction and Work-Unit Absenteeism,17.4,16.83,-80.71,11.89,19.9,80.0,6.21,0.0,0.0
722,The Influence of Social Position on Sensemaking about Organizational Change,18.0,16.31,-76.92,14.07,21.3,26.0,6.63,0.0,0.0
723,The Relational Ecology of Identification_ How Organizational Identification Emerges When Individuals Hold Divergent Values,16.3,15.95,-77.46,10.88,17.6,14.0,6.25,0.0,0.0
724,The Riddle of Heterarchy_ Power Transitions in Cross-Functional Teams,15.8,15.15,-69.91,11.28,17.1,14.0,6.25,0.0,0.0
725,The Stigma of Affirmative Action_ A Stereotyping-Based Theory and Meta-Analytic Test of the Consequences for Performance,15.5,15.37,-76.45,10.21,17.0,14.8,6.01,0.0,0.0
726,"The Structural Elaboration of Board Independence_ Executive Power, Institutional Logics, and the Adoption of CEO-Only Board Structures in U.S. Corporate Governance",15.9,15.61,-60.74,11.13,17.3,24.333333333333332,6.4,0.0,0.0
727,Toward an Input-Based Perspective on Categorization_ Investor Reactions to Chemical Accidents,18.5,15.62,-70.28,14.73,21.5,25.666666666666668,6.72,0.0,0.0
728,"Turnkey or Tailored_ Relational Pluralism, Institutional Complexity, and the Organizational Adoption of More or Less Customized Practices",17.0,17.53,-79.9,12.36,20.0,21.5,6.72,0.0,0.0
729,"What Goes Around Comes Around_ Knowledge Hiding, Perceived Motivational Climate, and Creativity",15.9,15.84,-77.46,11.34,17.7,17.0,6.52,0.0,0.0
730,Why Are Job Seekers Attracted by Corporate Social Performance_ Experimental and Field Tests of Three Signal-Based Mechanisms,17.6,16.08,-74.68,13.04,20.2,16.0,6.47,0.0,0.0
731,"Why Do Cooperatives Emerge in a World Dominated by Corporations_ The Diffusion of Cooperatives in the U.S. Bio-Ethanol Industry, 1978–2013",17.1,16.66,-63.48,12.69,19.3,13.5,6.88,0.0,0.0
732,Why Do Managers Act Fairly in the First Place_ A Daily Investigation of “Hot” and “Cold” Motives and Discretion,17.2,15.73,-83.25,13.25,20.1,10.142857142857142,6.59,0.0,0.0
733,With or Without You_ When Does Managerial Exit Matter for the Dissolution of Dyadic Market Ties_,16.8,16.02,-65.11,12.58,19.4,14.8,6.43,0.0,0.0
734,Within or Without_ How Firms Combine Internal and External Labor Markets to Fill Jobs,16.7,14.97,-56.24,12.5,18.4,19.5,6.43,0.0,0.0
735,"“Defining What We Do—All Over Again”_ Occupational Identity, Technological Change, and the Librarian_Internet-Search Relationship",16.8,15.84,-63.59,12.11,18.7,19.5,6.46,0.0,0.0
736,A Confucian Social Model of Political Appointments among Chinese Private-Firm Entrepreneurs,15.9,15.66,-69.3,11.34,17.7,21.0,6.51,0.0,0.0
737,All Aspirations are not Created Equal_ The Differential Effects of Historical and Social Aspirations on Acquisition Behavior,17.9,16.83,-73.36,12.46,20.0,20.5,6.36,0.0,0.0
738,An Inductive Study of Feedback Interactions over the Course of Creative Projects,15.7,15.38,-65.31,12.73,19.0,14.4,6.53,0.0,0.0
739,Asymmetric Learning Capabilities and Stock Market Returns,15.7,16.31,-61.86,11.87,18.3,21.0,6.62,0.0,0.0
740,"Collective Organizational Engagement_ Linking Motivational Antecedents, Strategic Implementation, and Firm Performance",17.7,17.7,-88.56,12.1,20.1,12.857142857142858,6.46,0.0,0.0
741,Cracking but not Breaking_ Joint Effects of Faultline Strength and Diversity Climate on Loyal Behavior,16.4,16.88,-77.97,11.26,18.8,24.333333333333332,6.4,0.0,0.0
742,Dealing with Failure_ Serial Entrepreneurs and the Costs of Changing Industries Between Ventures,17.1,16.02,-58.58,13.57,20.4,19.75,6.63,0.0,0.0
743,Decoding the Adaptability–Rigidity Puzzle_ Evidence from Pharmaceutical Incumbents’ Pursuit of Gene Therapy and Monoclonal Antibodies,17.6,17.18,-73.57,12.69,20.4,20.5,6.45,0.0,0.0
744,"Diplomas, Photos, and Tchotchkes as Symbolic Self-Representations_ Understanding Employees' Individual Use of Symbols",16.9,14.75,-68.05,13.63,19.8,15.6,6.53,0.0,0.0
745,Discrimination in Selection Decisions_ Integrating Stereotype Fit and Interdependence Theories,17.5,16.13,-72.05,12.01,19.3,18.75,6.32,1.0,1.0
746,"Distant Search, Narrow Attention_ How Crowding Alters Organizations’ Filtering of Suggestions in Crowdsourcing",16.5,16.48,-70.73,11.76,18.5,15.2,6.5,0.0,0.0
747,Does Seeing “Eye To Eye” Affect Work Engagement and Organizational Citizenship Behavior_ A Role Theory Perspective on LMX Agreement,17.1,15.21,-64.09,12.2,18.7,13.333333333333334,6.32,0.0,0.0
748,Does West “Fit” with East_ In Search of a Chinese Model of Person–Environment Fit,16.6,15.03,-72.35,12.5,18.2,14.2,6.52,0.0,0.0
749,Elasticity and the Dialectic Tensions of Organizational Identity_ How Can We Hold Together While We Are Pulling Apart_,17.7,16.13,-65.62,13.15,19.8,13.666666666666666,6.67,0.0,0.0
750,Emotional Labor Dynamics_ A Momentary Approach,16.6,15.44,-66.02,12.8,19.8,15.8,6.38,0.0,0.0
751,Entrepreneurship in Regulated Markets_ Framing Contests and Collective Action to Introduce Pay TV in the U.S.,16.0,15.03,-55.53,12.17,18.2,24.0,6.47,0.0,0.0
752,"Exposed_ Venture Capital, Competitor Ties, and Entrepreneurial Innovation",16.4,16.25,-62.06,11.77,18.4,20.75,6.55,0.0,0.0
753,Family- versus Lone-Founder-Controlled Public Corporations_ Social Identity Theory and Boards of Directors,16.2,15.49,-69.0,10.71,17.4,11.857142857142858,6.19,0.0,0.0
754,Fashion with a Foreign Flair_ Professional Experiences Abroad Facilitate the Creative Innovations of Organizations,16.4,16.13,-62.06,11.65,18.4,13.0,6.49,0.0,0.0
755,Folding Under Pressure or Rising to the Occasion_ Perceived Time Pressure and the Moderating Role of Team Temporal Leadership,17.0,15.9,-65.01,12.83,19.6,8.375,6.56,0.0,0.0
756,Gender Diversity and Securities Fraud,15.5,14.85,-50.96,10.68,16.3,14.6,6.37,0.0,0.0
757,Harnessing Productive Tensions in Hybrid Organizations_ The Case of Work Integration Social Enterprises,17.8,16.42,-83.55,13.56,20.4,26.666666666666668,6.72,0.0,0.0
758,Help-Seeking and Help-Giving as an Organizational Routine_ Continual Engagement in Innovative Work,16.0,15.21,-64.3,12.25,18.6,13.666666666666666,6.39,0.0,0.0
759,Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict,17.2,17.87,-78.68,11.59,19.7,15.2,6.46,0.0,0.0
760,How Early Implementations Influence Later Adoptions of Innovation_ Social Positioning and Skill Reproduction in the Diffusion of Robotic Surgery,18.7,16.49,-94.85,14.57,21.8,26.333333333333332,6.75,0.0,0.0
761,I Need Time! Exploring Pathways to Compliance under Institutional Complexity,17.2,15.84,-73.87,12.81,19.5,11.571428571428571,6.51,0.0,0.0
762,"If They Can Do It, Why Not Us_ Competitors as Reference Points for Justifying Escalation of Commitment",17.2,16.77,-78.98,11.91,18.9,21.5,6.64,0.0,0.0
763,Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance,16.5,16.94,-77.05,11.07,18.4,17.0,6.41,1.0,1.0
764,Investor Perceptions of Financial Misconduct_ The Heterogeneous Contamination of Bystander Firms,18.5,16.31,-68.86,14.04,21.5,16.4,6.55,0.0,0.0
765,Isolating Trust Outcomes from Exchange Relationships_ Social Exchange and Learning Benefits of Prior Ties in Alliances,16.1,16.02,-62.77,11.7,18.5,18.25,6.27,0.0,0.0
766,Knowledge Inheritance in Global Industries_ The Impact of Parent Firm Knowledge on the Performance of Foreign Subsidiaries,17.3,17.35,-74.28,12.96,20.9,24.666666666666668,6.5,0.0,0.0
767,Leadership Over-Emergence in Self-Managing Teams_ The Role of Gender and Countervailing Biases,16.4,15.9,-70.62,11.63,18.2,19.75,6.38,0.0,0.0
768,Learning Through the Distribution of Failures within an Organization_ Evidence from Heart Bypass Surgery Performance,18.5,17.87,-83.55,13.63,21.8,24.666666666666668,6.71,0.0,0.0
769,Lessons from a Martial Arts Dojo_ A Prolonged Process Model of High-Context Communication,16.6,15.44,-73.16,12.97,18.9,19.25,6.78,0.0,0.0
770,Making a Difference in the Teamwork_ Linking Team Prosocial Motivation to Team Processes and Effectiveness,16.4,15.61,-61.96,11.32,18.1,20.0,6.25,0.0,0.0
771,Modernizing without Westernizing_ Social Structure and Economic Action in the Indian Financial Sector,17.8,16.13,-74.48,13.34,20.1,24.666666666666668,6.7,0.0,0.0
772,Motivated to Acquire_ The Impact of CEO Regulatory Focus on Firm Acquisitions,16.3,15.43,-69.3,11.12,17.3,12.666666666666666,6.3,0.0,0.0
773,"Network Defense_ Pruning, Grafting, and Closing to Prevent Leakage of Strategic Knowledge to Rivals",15.7,14.97,-46.56,12.23,17.7,16.75,6.55,0.0,0.0
774,"Ostracism, Self-Esteem, and Job Performance_ When Do We Self-Verify and When Do We Self-Enhance_",16.4,15.96,-78.88,11.68,18.7,15.8,6.43,0.0,0.0
775,Paradoxical Leader Behaviors in People Management_ Antecedents and Consequences,16.2,17.11,-75.73,10.63,18.0,21.0,6.34,0.0,0.0
776,Passing Probation_ Earnings Management by Interim CEOs and Its Effect on Their Promotion Prospects,16.8,15.9,-53.4,11.32,18.0,26.333333333333332,6.27,0.0,0.0
777,Paying the Price_ The Impact of Controversial Governance Practices on Managerial Reputation,16.6,15.79,-63.18,11.92,18.3,14.4,6.44,0.0,0.0
778,Product Diversification and Financial Performance_ The Moderating Role of Secondary Stakeholders,16.3,18.1,-75.23,10.35,18.3,13.833333333333334,6.36,0.0,0.0
779,Professional Image Maintenance_ How Women Navigate Pregnancy in the Workplace,15.4,15.26,-60.44,10.76,17.0,12.666666666666666,6.22,0.0,0.0
780,Real Options Logic Revisited_ The Performance Effects of Alternative Resource Allocation Regimes,15.9,16.13,-69.61,11.59,17.8,19.75,6.61,0.0,0.0
781,Reinsurance Trading in Lloyd’s of London_ Balancing Conflicting-yet-Complementary Logics in Practice,17.2,16.08,-74.28,13.35,20.0,20.0,6.79,0.0,0.0
782,"Same Page, Different Books_ Extending Representational Gaps Theory to Enhance Performance in Multiteam Systems",17.3,17.29,-79.08,11.87,19.4,10.25,6.49,0.0,0.0
783,Sanctioning in the Wild_ Rational Calculus and Retributive Instincts in Gourmet Cuisine,16.1,15.44,-62.06,11.75,17.6,15.0,6.51,2.0,1.0
784,"Seeing the Forest for the Trees_ Exploratory Learning, Mobile Technology, and Knowledge Workers’ Role Integration Behaviors",17.2,17.06,-72.05,12.51,19.8,15.0,6.62,0.0,0.0
785,"Social Networks, Cognitive Style, and Innovative Performance_ A Contingency Perspective",16.4,16.53,-60.84,11.39,18.2,41.5,6.5,0.0,0.0
786,Status and Corporate Illegality_ Illegal Loan Recovery Practices of Commercial Banks in India,16.7,15.73,-61.96,11.66,17.8,21.25,6.48,1.0,1.0
787,Strategic Responses to FDI in Emerging Markets_ Are Core Members More Responsive than Peripheral Members of Business Groups_,16.9,16.37,-64.8,12.74,19.7,26.333333333333332,6.59,0.0,0.0
788,The Dark Side of Socialization_ A Longitudinal Investigation of Newcomer Alcohol Use,17.2,16.19,-71.94,12.52,19.1,30.666666666666668,6.61,0.0,0.0
789,"The Dynamic Nature of Collective Turnover and Unit Performance_ The Impact of Time, Quality, and Replacements",15.5,15.43,-60.95,11.3,17.5,15.2,6.37,0.0,0.0
790,The Person–Situation Debate Revisited_ Effect of Situation Strength and Trait Activation on the Validity of the Big Five Personality Traits in Predicting Job Performance,14.6,16.53,-79.63,8.6,15.7,16.0,6.0,0.0,0.0
791,The Threshold Effect of Participative Leadership and the Role of Leader Information Sharing,17.9,18.62,-94.18,11.38,19.9,17.0,6.55,0.0,0.0
792,Uneasy Lies the Head that Bears the Trust_ The Effects of Feeling Trusted on Emotional Exhaustion,14.2,15.31,-55.97,9.29,15.3,8.125,6.2,0.0,0.0
793,Values against Violence_ Institutional Change in Societies Dominated by Organized Crime,17.0,15.67,-57.76,13.35,19.9,24.666666666666668,6.73,0.0,0.0
794,Watching You Watching Me_ Boundary Control and Capturing Attention in the Context of Ubiquitous Technology Use,16.9,15.9,-56.85,12.9,19.5,12.833333333333334,6.62,0.0,0.0
795,Weathering a Meta-Level Identity Crisis_ Forging a Coherent Collective Identity for an Emerging Field,17.1,15.84,-72.86,12.71,19.2,14.333333333333334,6.66,0.0,0.0
796,West Meets East_ New Concepts and Theories,16.8,16.19,-71.74,12.51,18.9,15.8,6.75,0.0,0.0
797,What Drives Trickle-Down Effects_ A Test of Multiple Mediation Processes,17.3,18.27,-94.48,10.79,19.7,13.666666666666666,6.16,0.0,0.0
798,When Can Women Close the Gap_ A Meta-Analytic Test of Sex Differences in Performance and Rewards,14.8,15.95,-72.89,9.08,16.0,23.666666666666668,6.02,0.0,0.0
799,When Does Charisma Matter for Top-Level Leaders_ Effect of Attributional Ambiguity,16.5,14.92,-55.02,12.2,18.3,16.2,6.49,1.0,1.0
800,When the Leader Follows_ Avoiding Dethronement through Imitation,17.1,15.21,-65.21,12.66,18.8,25.333333333333332,6.48,0.0,0.0
801,When Times Collide_ Temporal Brokerage at the Intersection of Markets and Developments,16.5,17.53,-69.81,11.85,19.2,27.333333333333332,6.75,0.0,0.0
802,Which Problems to Solve_ Online Knowledge Sharing and Attention Allocation in Organizations,16.8,15.21,-66.83,13.1,19.7,15.2,6.36,0.0,0.0
803,Who Defers to Whom and Why_ Dual Pathways Linking Demographic Differences and Dyadic Deference to Team Effectiveness,16.9,15.96,-71.94,11.95,18.9,13.333333333333334,6.27,0.0,0.0
804,Women on Boards and Firm Financial Performance_ A Meta-Analysis,16.8,17.0,-78.58,11.25,18.9,27.666666666666668,6.28,0.0,0.0
805,You Don’t Forget Your Roots_ The Influence of CEO Social Class Background on Strategic Risk Taking,15.3,15.72,-59.93,11.0,17.3,14.8,6.47,0.0,0.0
806,"“I Put in Effort, Therefore I Am Passionate”_ Investigating the Path from Effort to Passion in Entrepreneurship",15.1,15.78,-68.09,10.31,17.0,16.0,6.11,0.0,0.0
807,"“You Wouldn’t Like Me When I’m Sleepy”_ Leaders’ Sleep, Daily Abusive Supervision, and Work Unit Engagement",15.4,15.61,-83.79,10.46,16.4,13.0,6.43,0.0,0.0
808,"A Two-Phase Longitudinal Model of a Turnover Event_ Disruption, Recovery Rates, and Moderators of Collective Performance",16.2,15.44,-53.91,11.37,17.8,19.5,6.15,0.0,0.0
809,After the Break-Up_ The Relational and Reputational Consequences of Withdrawals from Venture Capital Syndicates,16.7,15.9,-63.99,12.43,18.8,20.25,6.53,0.0,0.0
810,An Approach–Avoidance Framework of Workplace Aggression,16.9,17.0,-71.13,11.89,19.5,16.0,6.4,0.0,0.0
811,Beginning’s End_ How Founders Psychologically Disengage From Their Organizations,16.7,15.84,-73.77,12.61,19.4,13.5,6.37,0.0,0.0
812,Better Together_ Signaling Interactions in New Venture Pursuit of Initial External Capital,15.2,15.37,-67.27,10.5,16.4,11.857142857142858,6.43,0.0,0.0
813,Building Resilience or Providing Sustenance_ Different Paths of Emergent Ventures in the Aftermath of the Haiti Earthquake,16.6,15.79,-65.62,13.01,19.8,12.333333333333334,6.61,0.0,0.0
814,"Category Spanning, Evaluation, and Performance_ Revised Theory and Test on the Corporate Law Market",17.5,15.73,-57.16,13.44,19.6,25.333333333333332,6.87,0.0,0.0
815,Challenges for Global Supply Chain Sustainability_ Evidence from Conflict Minerals Reports,16.3,15.5,-62.87,12.21,18.0,12.333333333333334,6.71,0.0,0.0
816,Classical Deviation_ Organizational and Individual Status as Antecedents of Conformity,18.5,17.01,-59.69,14.31,21.5,38.0,6.97,0.0,0.0
817,Come Aboard! Exploring the Effects of Directorships in the Executive Labor Market,15.8,14.85,-59.53,10.33,16.2,12.166666666666666,6.1,0.0,0.0
818,Coming Back to Edmonton_ Competing with Former Employers and Colleagues,15.7,15.37,-60.44,10.95,16.9,14.8,6.34,0.0,0.0
819,"Competition, Regulatory Policy, and Firms’ Resource Investments_ The Case of Renewable Energy Technologies",16.7,15.61,-54.82,11.89,18.5,27.666666666666668,6.33,0.0,0.0
820,Converging Winds_ Logic Hybridization in the Colorado Wind Energy Field,16.5,16.31,-70.42,11.68,18.4,11.857142857142858,6.51,0.0,0.0
821,Cooperation vs. Competition_ Alternative Goal Structures for Motivating Groups in a Resource Scarce Environment,16.4,16.08,-70.83,11.9,18.4,8.875,6.54,0.0,0.0
822,Coordinated Exploration for Grand Challenges_ The Role of Advocacy Groups in Search Consortia,17.8,16.95,-80.51,12.5,19.4,15.2,6.6,0.0,0.0
823,Coordinating Knowledge Creation in Multidisciplinary Teams_ Evidence from Early-Stage Drug Discovery,16.5,18.4,-78.17,11.6,19.8,26.333333333333332,6.54,0.0,0.0
824,"Creative, Rare, Entitled, and Dishonest_ How Commonality of Creativity in One’s Group Decreases an Individual’s Entitlement and Dishonesty",17.4,15.44,-63.48,11.88,18.5,17.4,6.25,2.0,1.0
825,Delaying Change_ Examining How Industry and Managerial Turbulence Impact Structural Realignment,17.1,16.6,-64.09,12.33,19.6,17.0,6.45,0.0,0.0
826,Different Views of Hierarchy and Why They Matter_ Hierarchy as Inequality or as Cascading Influence,16.6,16.08,-62.37,11.72,18.4,12.666666666666666,6.41,0.0,0.0
827,Doing More with Less_ Innovation Input and Output in Family Firms,15.9,16.19,-76.14,10.21,17.5,19.0,6.13,0.0,0.0
828,Dual Directors and the Governance of Corporate Spinoffs,17.4,15.27,-60.61,14.35,20.6,26.666666666666668,6.71,0.0,0.0
829,"Echoes of Our Upbringing_ How Growing Up Wealthy or Poor Relates to Narcissism, Leader Behavior, and Leader Effectiveness",15.4,16.94,-82.98,10.21,17.4,26.0,6.41,0.0,0.0
