,source,smog_index,coleman_liau_index,flesch_reading_ease,gunning_fog,automated_readability_index,linsear_write_formula,dale_chall_readability_score,lexicon_count,sentence_count
726,"The Structural Elaboration of Board Independence_ Executive Power, Institutional Logics, and the Adoption of CEO-Only Board Structures in U.S. Corporate Governance",17.1,15.09,26.85,13.49,18.8,24.333333333333332,6.75,11421,419
727,Toward an Input-Based Perspective on Categorization_ Investor Reactions to Chemical Accidents,18.6,15.1,22.48,14.88,20.9,25.666666666666668,6.7,12276,388
728,"Turnkey or Tailored_ Relational Pluralism, Institutional Complexity, and the Organizational Adoption of More or Less Customized Practices",18.2,17.24,16.56,14.67,21.4,21.5,7.13,9476,326
729,"What Goes Around Comes Around_ Knowledge Hiding, Perceived Motivational Climate, and Creativity",16.9,16.08,20.62,13.1,18.6,17.0,6.89,9348,372
730,Why Are Job Seekers Attracted by Corporate Social Performance_ Experimental and Field Tests of Three Signal-Based Mechanisms,18.7,15.97,21.97,15.12,21.8,16.0,6.78,9502,296
731,"Why Do Cooperatives Emerge in a World Dominated by Corporations_ The Diffusion of Cooperatives in the U.S. Bio-Ethanol Industry, 1978–2013",17.0,16.48,21.94,12.6,18.3,13.5,6.98,10580,445
732,Why Do Managers Act Fairly in the First Place_ A Daily Investigation of “Hot” and “Cold” Motives and Discretion,18.4,15.85,21.77,15.38,21.9,10.142857142857142,6.9,10605,328
733,With or Without You_ When Does Managerial Exit Matter for the Dissolution of Dyadic Market Ties_,17.1,15.5,26.03,13.37,19.5,14.8,6.49,11142,397
734,Within or Without_ How Firms Combine Internal and External Labor Markets to Fill Jobs,17.1,14.28,33.68,13.76,18.8,19.25,6.57,11023,381
735,"“Defining What We Do—All Over Again”_ Occupational Identity, Technological Change, and the Librarian_Internet-Search Relationship",17.8,15.5,25.53,13.74,19.7,19.5,6.69,18097,633
736,A Confucian Social Model of Political Appointments among Chinese Private-Firm Entrepreneurs,16.6,15.9,30.09,12.44,18.1,21.0,6.72,11388,473
737,All Aspirations are not Created Equal_ The Differential Effects of Historical and Social Aspirations on Acquisition Behavior,19.0,16.84,16.15,13.89,21.1,20.5,6.53,13291,450
738,An Inductive Study of Feedback Interactions over the Course of Creative Projects,15.9,15.1,33.48,13.8,19.5,14.4,6.66,13679,470
739,Asymmetric Learning Capabilities and Stock Market Returns,16.3,15.67,28.37,13.26,18.6,21.0,6.91,8667,336
740,"Collective Organizational Engagement_ Linking Motivational Antecedents, Strategic Implementation, and Firm Performance",19.5,18.11,7.29,14.58,22.5,12.857142857142858,6.83,10986,368
741,Cracking but not Breaking_ Joint Effects of Faultline Strength and Diversity Climate on Loyal Behavior,18.6,17.88,16.46,14.53,22.0,24.333333333333332,6.99,9142,313
742,Dealing with Failure_ Serial Entrepreneurs and the Costs of Changing Industries Between Ventures,17.5,15.73,32.16,14.66,20.7,19.75,6.81,7923,261
743,Decoding the Adaptability–Rigidity Puzzle_ Evidence from Pharmaceutical Incumbents’ Pursuit of Gene Therapy and Monoclonal Antibodies,18.1,16.48,26.03,13.52,20.4,20.5,6.55,12664,450
744,"Diplomas, Photos, and Tchotchkes as Symbolic Self-Representations_ Understanding Employees' Individual Use of Symbols",18.0,14.17,27.9,15.85,21.6,15.6,6.77,13868,401
745,Discrimination in Selection Decisions_ Integrating Stereotype Fit and Interdependence Theories,19.1,15.79,16.56,13.84,20.2,18.75,6.49,10561,363
746,"Distant Search, Narrow Attention_ How Crowding Alters Organizations’ Filtering of Suggestions in Crowdsourcing",16.3,15.84,31.41,11.52,17.2,15.2,6.48,10951,480
747,Does Seeing “Eye To Eye” Affect Work Engagement and Organizational Citizenship Behavior_ A Role Theory Perspective on LMX Agreement,19.2,15.33,21.87,15.3,21.4,13.333333333333334,6.8,10296,320
748,Does West “Fit” with East_ In Search of a Chinese Model of Person–Environment Fit,16.6,14.39,36.83,12.95,17.7,14.2,6.6,14581,565
749,Elasticity and the Dialectic Tensions of Organizational Identity_ How Can We Hold Together While We Are Pulling Apart_,18.0,15.79,25.63,14.01,20.1,13.666666666666666,6.84,15394,541
750,Emotional Labor Dynamics_ A Momentary Approach,17.4,15.68,24.31,14.05,20.5,15.8,6.63,11098,372
751,Entrepreneurship in Regulated Markets_ Framing Contests and Collective Action to Introduce Pay TV in the U.S.,16.7,14.34,34.39,13.68,18.7,23.666666666666668,6.78,14170,502
752,"Exposed_ Venture Capital, Competitor Ties, and Entrepreneurial Innovation",17.9,15.5,25.22,14.29,19.9,20.75,6.93,12583,435
753,Family- versus Lone-Founder-Controlled Public Corporations_ Social Identity Theory and Boards of Directors,17.4,15.55,28.67,12.4,18.5,11.857142857142858,6.45,10714,420
754,Fashion with a Foreign Flair_ Professional Experiences Abroad Facilitate the Creative Innovations of Organizations,17.5,15.67,26.34,13.66,19.5,13.0,6.77,11695,421
755,Folding Under Pressure or Rising to the Occasion_ Perceived Time Pressure and the Moderating Role of Team Temporal Leadership,16.3,15.5,31.01,11.87,17.1,8.375,6.53,9469,409
756,Gender Diversity and Securities Fraud,16.2,13.93,38.55,12.25,16.5,14.6,6.57,9747,405
757,Harnessing Productive Tensions in Hybrid Organizations_ The Case of Work Integration Social Enterprises,17.6,16.08,18.28,13.51,19.7,26.666666666666668,6.78,12842,469
758,Help-Seeking and Help-Giving as an Organizational Routine_ Continual Engagement in Innovative Work,15.9,14.57,36.83,12.43,17.9,13.666666666666666,6.44,16309,631
759,Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict,19.2,18.17,17.07,14.06,21.8,15.2,6.78,11276,394
760,How Early Implementations Influence Later Adoptions of Innovation_ Social Positioning and Skill Reproduction in the Diffusion of Robotic Surgery,18.6,16.02,23.09,14.89,21.3,26.333333333333332,6.8,15022,484
761,I Need Time! Exploring Pathways to Compliance under Institutional Complexity,17.6,15.67,26.03,13.67,19.7,11.571428571428571,6.7,12830,457
762,"If They Can Do It, Why Not Us_ Competitors as Reference Points for Justifying Escalation of Commitment",18.6,16.48,18.28,13.82,20.1,21.5,6.94,9284,339
763,Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance,18.4,17.12,18.39,13.66,20.6,17.0,6.78,11157,408
764,Investor Perceptions of Financial Misconduct_ The Heterogeneous Contamination of Bystander Firms,19.8,15.85,19.33,15.99,22.9,16.4,6.77,12547,362
765,Isolating Trust Outcomes from Exchange Relationships_ Social Exchange and Learning Benefits of Prior Ties in Alliances,17.3,15.91,25.42,13.78,19.9,18.25,6.58,11448,399
766,Knowledge Inheritance in Global Industries_ The Impact of Parent Firm Knowledge on the Performance of Foreign Subsidiaries,17.9,16.95,15.85,14.28,21.3,24.666666666666668,6.68,9353,314
767,Leadership Over-Emergence in Self-Managing Teams_ The Role of Gender and Countervailing Biases,17.8,15.38,26.03,13.73,19.6,19.75,6.67,9158,326
768,Learning Through the Distribution of Failures within an Organization_ Evidence from Heart Bypass Surgery Performance,19.2,18.0,15.85,14.58,22.1,24.666666666666668,6.89,8666,291
769,Lessons from a Martial Arts Dojo_ A Prolonged Process Model of High-Context Communication,17.4,15.04,24.41,14.55,19.8,19.25,6.95,12976,437
770,Making a Difference in the Teamwork_ Linking Team Prosocial Motivation to Team Processes and Effectiveness,15.4,15.49,26.61,9.92,15.8,20.0,6.17,14047,733
771,Modernizing without Westernizing_ Social Structure and Economic Action in the Indian Financial Sector,18.9,15.91,14.33,15.18,21.3,24.666666666666668,6.95,12809,409
772,Motivated to Acquire_ The Impact of CEO Regulatory Focus on Firm Acquisitions,17.4,15.5,20.42,12.66,18.1,12.666666666666666,6.58,11163,441
773,"Network Defense_ Pruning, Grafting, and Closing to Prevent Leakage of Strategic Knowledge to Rivals",14.9,14.45,41.6,10.9,15.6,16.75,6.41,15394,730
774,"Ostracism, Self-Esteem, and Job Performance_ When Do We Self-Verify and When Do We Self-Enhance_",19.0,16.2,22.48,15.42,22.0,15.8,6.99,7549,239
775,Paradoxical Leader Behaviors in People Management_ Antecedents and Consequences,17.2,17.58,15.31,11.9,18.7,21.0,6.68,10636,483
776,Passing Probation_ Earnings Management by Interim CEOs and Its Effect on Their Promotion Prospects,18.6,15.44,25.32,13.94,19.6,26.0,6.69,10816,376
777,Paying the Price_ The Impact of Controversial Governance Practices on Managerial Reputation,17.5,15.44,26.14,13.45,19.4,14.4,6.61,10767,385
778,Product Diversification and Financial Performance_ The Moderating Role of Secondary Stakeholders,17.7,18.05,22.14,12.38,19.3,13.833333333333334,6.75,8206,348
779,Professional Image Maintenance_ How Women Navigate Pregnancy in the Workplace,15.5,14.91,32.33,10.95,16.5,12.666666666666666,6.25,13487,615
780,Real Options Logic Revisited_ The Performance Effects of Alternative Resource Allocation Regimes,16.0,15.67,31.41,12.06,17.1,19.75,6.77,10012,439
781,Reinsurance Trading in Lloyd’s of London_ Balancing Conflicting-yet-Complementary Logics in Practice,17.3,15.79,26.74,13.77,19.5,20.0,6.96,15376,562
782,"Same Page, Different Books_ Extending Representational Gaps Theory to Enhance Performance in Multiteam Systems",18.8,17.7,18.18,13.77,21.2,10.25,6.82,8988,327
783,Sanctioning in the Wild_ Rational Calculus and Retributive Instincts in Gourmet Cuisine,16.4,14.68,29.28,12.47,17.4,15.0,6.6,12615,506
784,"Seeing the Forest for the Trees_ Exploratory Learning, Mobile Technology, and Knowledge Workers’ Role Integration Behaviors",17.6,16.48,19.71,12.97,19.4,15.2,6.65,11107,427
785,"Social Networks, Cognitive Style, and Innovative Performance_ A Contingency Perspective",18.1,16.42,18.18,13.9,20.0,41.5,6.91,11148,405
786,Status and Corporate Illegality_ Illegal Loan Recovery Practices of Commercial Banks in India,17.5,15.09,28.57,12.71,18.0,21.25,6.6,12044,470
787,Strategic Responses to FDI in Emerging Markets_ Are Core Members More Responsive than Peripheral Members of Business Groups_,17.7,15.56,23.5,14.87,20.6,26.333333333333332,6.92,10390,340
788,The Dark Side of Socialization_ A Longitudinal Investigation of Newcomer Alcohol Use,18.4,16.08,24.82,14.57,20.5,30.666666666666668,6.94,9901,338
789,"The Dynamic Nature of Collective Turnover and Unit Performance_ The Impact of Time, Quality, and Replacements",16.0,15.5,39.06,12.13,17.4,15.2,6.54,10049,426
790,The Person–Situation Debate Revisited_ Effect of Situation Strength and Trait Activation on the Validity of the Big Five Personality Traits in Predicting Job Performance,18.3,17.29,18.89,13.47,20.5,16.0,6.77,10996,411
791,The Threshold Effect of Participative Leadership and the Role of Leader Information Sharing,19.9,19.56,3.09,13.47,21.8,18.4,6.92,7200,280
792,Uneasy Lies the Head that Bears the Trust_ The Effects of Feeling Trusted on Emotional Exhaustion,15.4,15.03,33.04,11.22,16.1,8.125,6.61,9764,461
793,Values against Violence_ Institutional Change in Societies Dominated by Organized Crime,17.1,15.21,33.88,13.99,19.5,24.666666666666668,6.8,12953,452
794,Watching You Watching Me_ Boundary Control and Capturing Attention in the Context of Ubiquitous Technology Use,17.7,15.33,23.8,14.44,20.3,12.833333333333334,6.79,13140,434
795,Weathering a Meta-Level Identity Crisis_ Forging a Coherent Collective Identity for an Emerging Field,18.3,15.68,23.6,14.88,20.8,14.333333333333334,6.98,14279,468
796,West Meets East_ New Concepts and Theories,17.6,15.9,26.44,14.18,19.8,15.8,7.09,10834,391
797,What Drives Trickle-Down Effects_ A Test of Multiple Mediation Processes,18.6,19.09,4.71,12.0,20.7,13.666666666666666,6.38,8892,369
798,When Can Women Close the Gap_ A Meta-Analytic Test of Sex Differences in Performance and Rewards,18.5,16.95,16.66,14.13,21.0,24.666666666666668,6.75,12337,425
799,When Does Charisma Matter for Top-Level Leaders_ Effect of Attributional Ambiguity,16.6,14.63,29.08,12.66,17.6,16.2,6.67,12151,484
800,When the Leader Follows_ Avoiding Dethronement through Imitation,18.1,15.1,24.41,14.1,19.7,25.333333333333332,6.66,10614,357
801,When Times Collide_ Temporal Brokerage at the Intersection of Markets and Developments,17.4,17.35,20.82,13.15,19.6,27.333333333333332,7.06,13038,523
802,Which Problems to Solve_ Online Knowledge Sharing and Attention Allocation in Organizations,18.0,14.86,27.9,15.75,22.1,15.2,6.69,15095,436
803,Who Defers to Whom and Why_ Dual Pathways Linking Demographic Differences and Dyadic Deference to Team Effectiveness,17.9,16.19,18.18,13.24,20.0,13.333333333333334,6.47,12974,471
804,Women on Boards and Firm Financial Performance_ A Meta-Analysis,19.1,17.24,15.75,14.35,21.7,27.666666666666668,6.72,10513,352
805,You Don’t Forget Your Roots_ The Influence of CEO Social Class Background on Strategic Risk Taking,17.5,16.02,24.82,14.65,20.4,14.8,7.06,9951,340
806,"“I Put in Effort, Therefore I Am Passionate”_ Investigating the Path from Effort to Passion in Entrepreneurship",15.5,15.84,31.72,11.03,17.1,16.0,6.18,9566,425
807,"“You Wouldn’t Like Me When I’m Sleepy”_ Leaders’ Sleep, Daily Abusive Supervision, and Work Unit Engagement",17.1,15.61,29.38,12.89,18.1,13.0,6.84,8728,352
808,"A Two-Phase Longitudinal Model of a Turnover Event_ Disruption, Recovery Rates, and Moderators of Collective Performance",16.2,15.38,31.41,11.3,16.8,19.5,6.24,10988,482
809,After the Break-Up_ The Relational and Reputational Consequences of Withdrawals from Venture Capital Syndicates,17.5,15.44,25.53,14.02,19.5,20.25,6.8,12369,432
810,An Approach–Avoidance Framework of Workplace Aggression,18.4,17.41,17.78,13.86,21.1,15.8,6.77,9917,356
811,Beginning’s End_ How Founders Psychologically Disengage From Their Organizations,17.1,15.38,26.03,13.35,19.5,13.5,6.44,12721,453
812,Better Together_ Signaling Interactions in New Venture Pursuit of Initial External Capital,17.0,14.97,27.86,13.28,18.3,11.857142857142858,6.86,8873,337
813,Building Resilience or Providing Sustenance_ Different Paths of Emergent Ventures in the Aftermath of the Haiti Earthquake,17.4,15.85,24.11,14.46,20.7,12.333333333333334,6.86,14934,497
814,"Category Spanning, Evaluation, and Performance_ Revised Theory and Test on the Corporate Law Market",17.9,15.44,26.24,14.1,19.5,25.333333333333332,7.01,9862,353
815,Challenges for Global Supply Chain Sustainability_ Evidence from Conflict Minerals Reports,16.6,14.74,28.57,13.01,17.7,12.333333333333334,6.85,10952,428
816,Classical Deviation_ Organizational and Individual Status as Antecedents of Conformity,19.5,16.89,13.01,15.84,22.7,37.5,7.2,11330,348
817,Come Aboard! Exploring the Effects of Directorships in the Executive Labor Market,17.2,14.28,28.47,12.48,17.4,12.166666666666666,6.41,11093,432
818,Coming Back to Edmonton_ Competing with Former Employers and Colleagues,15.8,14.68,32.12,11.14,16.1,14.8,6.33,9947,450
819,"Competition, Regulatory Policy, and Firms’ Resource Investments_ The Case of Renewable Energy Technologies",16.8,14.51,28.67,12.38,17.7,27.666666666666668,6.41,11275,442
820,Converging Winds_ Logic Hybridization in the Colorado Wind Energy Field,17.6,16.02,27.35,13.47,19.3,11.857142857142858,6.88,12415,464
821,Cooperation vs. Competition_ Alternative Goal Structures for Motivating Groups in a Resource Scarce Environment,18.4,15.91,22.79,15.25,21.2,8.75,6.99,10420,333
822,Coordinated Exploration for Grand Challenges_ The Role of Advocacy Groups in Search Consortia,17.7,16.25,21.63,12.41,18.1,15.2,6.65,10872,451
823,Coordinating Knowledge Creation in Multidisciplinary Teams_ Evidence from Early-Stage Drug Discovery,17.3,18.28,20.31,13.1,20.5,26.333333333333332,6.84,11296,444
824,"Creative, Rare, Entitled, and Dishonest_ How Commonality of Creativity in One’s Group Decreases an Individual’s Entitlement and Dishonesty",17.8,15.09,20.42,12.23,18.0,17.4,6.27,12561,497
825,Delaying Change_ Examining How Industry and Managerial Turbulence Impact Structural Realignment,18.6,16.02,22.89,14.85,21.3,16.8,6.78,11328,363
826,Different Views of Hierarchy and Why They Matter_ Hierarchy as Inequality or as Cascading Influence,17.6,15.61,26.74,13.41,19.5,12.666666666666666,6.67,9949,363
827,Doing More with Less_ Innovation Input and Output in Family Firms,18.9,15.97,14.53,14.84,21.2,19.0,6.84,11782,379
828,Dual Directors and the Governance of Corporate Spinoffs,18.9,14.23,24.14,17.7,23.4,26.666666666666668,7.08,10806,282
829,"Echoes of Our Upbringing_ How Growing Up Wealthy or Poor Relates to Narcissism, Leader Behavior, and Leader Effectiveness",17.6,17.47,20.72,13.17,19.8,26.0,6.95,8563,343
